crop_id,crop_name,crop_temp,crop_humidity,crop_ph,crop_nitrogen,crop_phosphorus,crop_potassium,crop_calcium,crop_magnesium,crop_sulfur,crop_copper,crop_chlorine,crop_boron,crop_iron,crop_zinc,crop_manganese,crop_molybdenum,crop_nickel,crop_cobalt,crop_sodium,crop_ec,crop_light,crop_growth_stage,crop_type
1135,dill,25.06463,345.83269,7.7081,74.91913,18.33622,10.08606,2.99709,0.17387,4.97369,0.50132,0.49881,0.50201,0.50114,0.49879,0.49973,0.50005,0.49973,0.3894,0.93995,1.33774,543.44876,harvesting,herbs
1136,dill,25.93093,334.32619,6.64719,64.05421,19.52872,9.63495,3.01667,0.21491,5.00805,0.4999,0.50319,0.50062,0.4989,0.50056,0.50149,0.50067,0.51696,0.49912,1.12962,2.14464,614.82465,seeding,herbs
1137,dill,23.23869,348.3219,7.64215,69.27012,19.06584,10.17624,2.98768,0.20224,5.00825,0.50198,0.50289,0.50121,0.50076,0.50143,0.49956,0.50096,0.47682,0.32307,0.43685,1.99563,560.81926,vegetative,herbs
1138,dill,26.65089,359.8113,7.3134,68.50941,18.72972,9.97204,3.00988,0.21284,5.0061,0.5009,0.49961,0.50124,0.49869,0.50012,0.49904,0.49894,0.52195,0.58143,1.01587,1.76679,660.14541,flowering,herbs
1139,dill,24.47809,364.22982,8.70887,71.16599,21.24942,9.83833,2.9917,0.19268,4.94896,0.49935,0.49851,0.50023,0.50159,0.49955,0.499,0.50167,0.49849,0.46979,0.82591,1.00657,626.10612,harvesting,herbs
1140,dill,26.05809,341.35917,7.32456,75.40318,21.46368,10.03817,2.98615,0.2129,5.00014,0.50141,0.50047,0.49734,0.49916,0.49921,0.49864,0.50062,0.51021,0.55877,0.97822,2.4983,544.84239,seeding,herbs
1141,dill,26.22215,322.48597,5.67329,74.15998,21.92593,10.08578,2.98059,0.20334,4.98299,0.49966,0.49594,0.50075,0.49887,0.49986,0.49878,0.49991,0.4849,0.47519,0.57888,3.63711,554.76822,vegetative,herbs
1142,dill,23.90783,374.59191,7.00401,78.0379,18.46522,9.85116,2.96238,0.2004,5.01587,0.5008,0.4996,0.50081,0.49785,0.49911,0.49969,0.50128,0.49541,0.52376,0.92144,3.23477,664.61612,flowering,herbs
1143,dill,25.5846,340.76527,8.54285,67.27664,22.42372,10.14303,3.00331,0.18833,5.00723,0.50173,0.49805,0.49941,0.49961,0.50222,0.49799,0.50477,0.49016,0.61867,0.7806,2.41286,469.97971,harvesting,herbs
1144,dill,24.96883,337.69303,7.40537,78.5123,20.19603,10.11002,3.0071,0.19375,5.04677,0.49987,0.49734,0.50031,0.50067,0.5001,0.50021,0.50215,0.52146,0.53937,0.88655,0.80198,561.77509,seeding,herbs
1145,dill,23.19179,359.56537,5.53274,78.11935,18.5601,9.82384,2.99671,0.19752,4.95368,0.50056,0.50018,0.49856,0.5028,0.50184,0.49759,0.49925,0.52025,0.47141,0.59202,0.51637,495.08118,vegetative,herbs
1146,dill,23.74995,345.79982,6.73832,70.84602,18.67668,10.05037,3.02468,0.18204,5.01307,0.50231,0.50085,0.50092,0.50305,0.49585,0.4978,0.4987,0.5274,0.52737,0.79247,1.3734,623.6082,flowering,herbs
1147,dill,23.44658,350.65622,7.55389,66.36801,19.9897,10.29859,2.99342,0.20532,5.00026,0.49907,0.50339,0.49956,0.50282,0.49893,0.49967,0.49873,0.52551,0.43043,0.35244,1.85686,598.33089,harvesting,herbs
1148,dill,24.5102,348.39112,7.07146,70.37104,20.4968,10.05465,2.98872,0.20498,5.0083,0.49994,0.49798,0.50168,0.50053,0.50126,0.50117,0.50202,0.49483,0.55221,0.96625,2.64381,434.64149,seeding,herbs
1149,dill,27.1026,356.96156,6.04235,70.32841,19.07682,10.23287,3.01577,0.19932,5.02661,0.49922,0.49842,0.50033,0.49869,0.5012,0.50234,0.49904,0.49795,0.63645,0.60479,0.90529,415.8908,vegetative,herbs
1150,dill,25.08246,335.30578,7.44107,68.9701,19.5796,10.04281,3.00479,0.21119,5.00806,0.49908,0.50121,0.49811,0.49871,0.50092,0.50144,0.50103,0.5079,0.48567,0.99529,3.02503,481.11617,flowering,herbs
1151,dill,26.51657,363.71079,6.46775,66.93503,19.27869,10.03704,2.98687,0.19521,5.00892,0.50126,0.50066,0.49986,0.50053,0.49945,0.49867,0.49933,0.51634,0.45323,0.21394,0.18711,489.34472,harvesting,herbs
1152,dill,25.89745,365.41936,7.47783,71.03194,21.19584,9.98457,3.00774,0.19515,4.98488,0.50183,0.50028,0.49948,0.50042,0.50215,0.50121,0.50272,0.50793,0.57601,0.35094,1.77367,571.6811,seeding,herbs
1153,dill,24.36538,342.37536,7.7774,66.96361,17.9334,9.87506,2.99636,0.20223,5.00324,0.50105,0.50131,0.50143,0.4992,0.50099,0.49874,0.49833,0.48346,0.52257,0.6317,2.56104,462.01181,vegetative,herbs
1154,dill,25.3487,354.97129,6.97755,70.28785,18.29819,10.13829,3.04752,0.21387,4.98889,0.49911,0.50338,0.5005,0.50053,0.50033,0.49969,0.49882,0.48971,0.54629,0.44771,0.53783,590.87451,flowering,herbs
1155,echinacea,23.20846,336.81151,6.58656,66.52611,18.42377,9.74678,3.01123,0.17481,5.03576,0.49916,0.50229,0.49954,0.50113,0.50037,0.50165,0.49872,0.50961,0.72582,0.68259,2.81792,429.12416,harvesting,multipurpose
1156,echinacea,25.32973,351.8093,6.95731,72.23812,21.33074,10.25204,2.99995,0.19073,5.05299,0.49986,0.5006,0.49832,0.4995,0.49817,0.49969,0.49968,0.49588,0.30229,0.83017,1.83167,724.67847,seeding,multipurpose
1157,echinacea,25.31502,348.51065,5.88814,71.46548,19.07505,10.14371,3.01965,0.21871,4.99192,0.49872,0.49889,0.50145,0.50067,0.5002,0.497,0.4972,0.48385,0.63709,0.70765,2.40521,458.99077,vegetative,multipurpose
1158,echinacea,24.54844,351.15266,6.67673,72.05586,18.31329,10.03553,3.02261,0.21312,4.99568,0.50121,0.49878,0.49888,0.49857,0.49787,0.503,0.50083,0.47534,0.40604,0.17616,1.42068,707.06149,flowering,multipurpose
1159,echinacea,23.68864,347.32357,6.79852,66.61637,23.57066,10.44505,3.0248,0.17705,4.95552,0.49873,0.50073,0.50155,0.49998,0.50216,0.50026,0.50261,0.49312,0.51802,1.07093,3.10246,395.89308,harvesting,multipurpose
1160,echinacea,24.92616,347.06499,7.34733,76.71977,20.61623,9.96425,2.97615,0.20688,5.01381,0.50342,0.49753,0.49936,0.50048,0.49943,0.50108,0.49866,0.47875,0.46167,0.72884,3.22087,692.31401,seeding,multipurpose
1161,echinacea,23.95349,343.44248,5.47329,73.08744,21.11396,10.06051,2.98596,0.18961,5.01498,0.50152,0.50307,0.49928,0.50112,0.49486,0.50185,0.49708,0.52509,0.49037,0.17319,0.03996,416.69857,vegetative,multipurpose
1162,echinacea,23.96553,352.8619,8.47163,75.28987,22.26501,9.97201,2.97925,0.18433,5.03512,0.498,0.49766,0.49917,0.50106,0.50048,0.4995,0.49832,0.4964,0.43978,0.74965,2.27439,665.91074,flowering,multipurpose
1163,echinacea,24.43368,330.83947,7.95827,72.71145,18.82573,10.12416,3.01411,0.20553,4.98351,0.50027,0.49904,0.50292,0.50062,0.49918,0.49939,0.50118,0.48518,0.42077,0.73607,0.94992,405.63036,harvesting,multipurpose
1164,echinacea,25.1406,351.9596,6.15928,65.77938,20.14421,9.93123,2.98755,0.20389,5.0096,0.5012,0.50198,0.49976,0.50006,0.50019,0.49961,0.50031,0.48481,0.57089,0.87095,2.06113,630.67519,seeding,multipurpose
1165,echinacea,24.53689,349.47812,9.25059,66.47003,20.06916,10.20795,2.98933,0.207,4.98377,0.50119,0.49999,0.49953,0.50037,0.50032,0.49893,0.50258,0.50724,0.39807,0.79752,2.55681,460.84769,vegetative,multipurpose
1166,echinacea,25.58546,352.06755,7.23043,70.01188,18.18923,10.0704,3.03201,0.19385,4.99662,0.50015,0.50096,0.49773,0.49933,0.50035,0.49962,0.49905,0.49781,0.25668,0.65714,3.03474,473.50506,flowering,multipurpose
1167,echinacea,25.55196,343.43317,8.07746,68.60896,21.0633,9.88803,3.01098,0.18435,4.96923,0.49838,0.50168,0.50215,0.49604,0.50173,0.50381,0.49948,0.53855,0.69414,0.92594,2.12406,593.18969,harvesting,multipurpose
1168,echinacea,23.9795,350.15906,6.57416,70.6461,20.03493,10.05465,3.01887,0.19874,4.99425,0.49986,0.50234,0.49896,0.49986,0.50026,0.50233,0.49905,0.48628,0.53425,0.39187,1.60705,678.121,seeding,multipurpose
1169,echinacea,24.29613,341.63373,6.65581,72.52936,17.38304,9.87949,3.02183,0.23023,4.98015,0.49893,0.49997,0.49908,0.49819,0.5005,0.49998,0.50017,0.51498,0.50684,0.31751,0.52654,440.9271,vegetative,multipurpose
1170,echinacea,26.64152,346.96166,8.87943,75.71884,17.33694,9.96038,3.02354,0.19995,5.00594,0.50059,0.49959,0.50025,0.49929,0.50034,0.50156,0.49864,0.51683,0.46406,0.73991,1.69212,592.23944,flowering,multipurpose
1171,echinacea,25.73295,352.90959,6.69977,71.89175,19.9857,9.94533,2.9669,0.19486,4.95195,0.50208,0.50061,0.50169,0.50066,0.49987,0.49716,0.49967,0.5237,0.48918,1.32922,1.10635,381.82867,harvesting,multipurpose
1172,echinacea,23.88939,369.02937,7.74802,74.58863,19.53056,9.69968,2.99132,0.1944,5.00781,0.49894,0.50034,0.49723,0.50143,0.50118,0.4999,0.49882,0.48223,0.48336,0.47763,2.37587,394.03707,seeding,multipurpose
1173,echinacea,24.7182,331.49835,7.62821,70.12902,21.6693,9.84769,2.98465,0.18694,4.9966,0.50036,0.50314,0.50249,0.49951,0.49802,0.49953,0.50029,0.52385,0.38116,0.90511,2.21459,485.79888,vegetative,multipurpose
1174,echinacea,24.57945,347.51742,7.82925,73.55859,19.14443,10.17855,2.98796,0.19484,5.00759,0.50011,0.50003,0.50021,0.49922,0.50005,0.50198,0.49912,0.49456,0.51533,0.69775,3.62683,684.03853,flowering,multipurpose
1175,echinacea,24.2978,352.3519,7.03983,67.22065,19.46061,9.68416,2.99175,0.21021,5.01842,0.50096,0.50067,0.4973,0.49908,0.49945,0.49893,0.49903,0.5083,0.33688,0.62345,0.91155,504.91454,harvesting,multipurpose
1176,endive,23.68323,352.33397,8.3747,72.83,21.17862,10.02649,3.0034,0.1882,4.98791,0.50202,0.49762,0.50059,0.49838,0.501,0.50019,0.4997,0.46399,0.48704,1.03023,3.66362,521.9165,seeding,leafy_greens
1177,endive,25.07427,345.54855,7.45248,78.82105,21.95147,10.23103,3.03382,0.19262,4.98483,0.50122,0.50154,0.50101,0.49949,0.5011,0.50188,0.49904,0.51691,0.46293,0.81405,2.91017,625.27824,vegetative,leafy_greens
1178,endive,26.71204,346.08308,8.62449,73.42217,21.02581,10.11557,2.97961,0.19749,5.02543,0.50077,0.5003,0.50038,0.50089,0.49907,0.49863,0.49976,0.49975,0.53255,0.52165,0.3622,438.36788,flowering,leafy_greens
1179,endive,24.2586,348.06061,7.42905,73.18059,19.83929,10.13662,2.9739,0.19861,5.00291,0.49762,0.50002,0.4987,0.50087,0.50038,0.49901,0.49791,0.52291,0.6057,0.73851,2.04788,472.79541,harvesting,leafy_greens
1180,endive,25.29531,340.97541,7.12045,68.38703,16.9481,10.02246,3.00285,0.20721,5.00015,0.49981,0.49886,0.50158,0.49858,0.49996,0.49893,0.50304,0.50482,0.69877,1.09306,0.62921,497.88518,seeding,leafy_greens
1181,endive,24.04304,353.34212,6.66289,70.29484,22.43041,10.1512,2.9982,0.21055,5.02024,0.49944,0.50009,0.4997,0.49874,0.50266,0.49825,0.50115,0.47877,0.39447,0.52544,1.96663,372.37698,vegetative,leafy_greens
1182,endive,24.34483,343.63859,5.44242,67.18326,20.06788,10.05502,3.00371,0.212,5.01309,0.50009,0.49593,0.49721,0.49963,0.50099,0.50167,0.50001,0.44877,0.39825,0.50672,2.79583,479.97199,flowering,leafy_greens
1183,endive,24.80772,363.07737,8.72824,70.04915,21.60721,10.2106,2.92524,0.21177,5.01758,0.49939,0.49876,0.49857,0.49864,0.50101,0.50157,0.49934,0.45999,0.53956,0.66369,1.58824,596.84468,harvesting,leafy_greens
1184,endive,24.01255,353.08014,7.08173,74.80183,18.60813,9.87413,2.97674,0.19899,4.99697,0.50093,0.49898,0.50212,0.49798,0.49909,0.49906,0.50053,0.49106,0.33962,0.98398,1.57702,678.41908,seeding,leafy_greens
1185,endive,25.03479,358.38887,6.78595,72.92896,18.30641,10.12063,3.00836,0.23636,4.95659,0.49972,0.50054,0.49683,0.50157,0.5009,0.50008,0.50342,0.51165,0.57772,0.701,1.70775,532.85267,vegetative,leafy_greens
1186,endive,25.78668,333.58823,6.61588,70.32223,22.34698,9.98104,3.04555,0.19295,5.01887,0.49893,0.49935,0.50208,0.4961,0.5033,0.50197,0.49991,0.50428,0.3974,0.47124,0.80531,537.30771,flowering,leafy_greens
1187,endive,24.99078,340.25307,7.07914,74.11933,21.46081,9.8582,2.98892,0.1961,4.98528,0.50124,0.49848,0.49834,0.49984,0.49492,0.49708,0.50117,0.51924,0.58042,0.7004,0.03015,668.55822,harvesting,leafy_greens
1188,endive,24.86618,330.96654,6.94468,69.85434,19.15647,9.91958,3.02029,0.21138,5.00224,0.50072,0.49889,0.50181,0.49857,0.50167,0.49989,0.49726,0.48464,0.49594,0.8614,2.53646,557.05092,seeding,leafy_greens
1189,endive,24.88413,327.37882,6.94808,70.0006,18.63801,9.80023,2.98114,0.19585,4.96443,0.49971,0.50062,0.50006,0.49989,0.4998,0.50212,0.49941,0.49802,0.47481,0.27965,1.28935,626.84954,vegetative,leafy_greens
1190,endive,26.55606,325.67633,6.3952,76.57067,19.34028,9.93693,3.00339,0.20047,4.9665,0.49945,0.50011,0.49732,0.5014,0.50217,0.49985,0.49918,0.50111,0.56378,0.24131,0.63857,488.65844,flowering,leafy_greens
1191,endive,25.26649,336.00688,6.87741,73.4522,16.35336,9.82575,2.99601,0.19123,4.97809,0.50004,0.49787,0.49955,0.50108,0.50049,0.50178,0.49919,0.50671,0.45959,1.5,3.43491,508.25142,harvesting,leafy_greens
1192,endive,24.05068,348.16817,7.92118,73.40309,19.42972,10.27875,2.96354,0.21359,4.98148,0.49892,0.50007,0.50072,0.49967,0.50101,0.50254,0.50415,0.5015,0.76517,0.95328,3.56776,696.77487,seeding,leafy_greens
1193,endive,24.32421,345.57212,6.18191,76.47353,22.08236,10.14096,3.03472,0.19656,5.01152,0.4974,0.50016,0.4984,0.50112,0.5004,0.49769,0.49893,0.46841,0.34486,0.83139,0.47039,417.29522,vegetative,leafy_greens
1194,endive,24.29281,353.13502,7.29782,73.63289,20.11515,9.87787,3.0333,0.19373,4.98302,0.49997,0.4991,0.49859,0.50262,0.50077,0.49918,0.50169,0.49046,0.32139,0.93921,0.9516,525.49422,flowering,leafy_greens
1195,endive,25.9279,365.00621,6.62523,70.58707,20.51784,9.89485,3.00332,0.17974,4.96338,0.502,0.5006,0.49841,0.49942,0.49881,0.49719,0.49624,0.50669,0.53317,0.66914,3.25431,363.19739,harvesting,leafy_greens
1196,endive,24.5426,354.45854,7.97222,73.7448,21.74635,9.9808,2.98627,0.18083,4.99124,0.49992,0.50119,0.50054,0.49929,0.49941,0.50282,0.50047,0.51731,0.81096,0.71308,2.26635,383.03499,seeding,leafy_greens
1197,englishseedlesscucumber,26.47671,368.47203,8.01501,74.03559,21.17091,9.74974,2.98998,0.21191,4.99138,0.50157,0.50245,0.50174,0.49838,0.50256,0.49878,0.49905,0.52748,0.58279,0.52209,2.30905,480.59284,vegetative,curcurbits
1198,englishseedlesscucumber,24.95576,366.23629,7.55459,67.23618,20.51749,9.73751,2.98212,0.18947,4.99611,0.50123,0.49904,0.49982,0.50053,0.50058,0.49899,0.5014,0.46768,0.41425,0.74255,2.20915,602.52723,flowering,curcurbits
1199,englishseedlesscucumber,25.88381,345.96742,7.45392,70.99933,19.21587,9.94546,3.02369,0.20874,5.0217,0.50348,0.49953,0.49923,0.5,0.49767,0.50036,0.4987,0.49272,0.54294,0.74542,2.17309,526.07781,harvesting,curcurbits
1200,englishseedlesscucumber,24.28919,375.98491,5.52882,69.04875,20.46893,9.75624,2.98448,0.2,4.97275,0.49994,0.50116,0.50191,0.49989,0.50227,0.50201,0.49793,0.55636,0.65168,0.59592,1.27497,542.06633,seeding,curcurbits
1201,englishseedlesscucumber,25.48546,325.88741,5.86407,71.1011,20.91524,10.0416,3.0147,0.20086,5.00707,0.50192,0.50113,0.49812,0.49925,0.49984,0.49978,0.50292,0.50512,0.45089,0.93656,1.68503,624.65839,vegetative,curcurbits
1202,englishseedlesscucumber,24.49812,377.06137,6.41497,77.08888,21.79118,10.24238,2.92755,0.19182,4.99175,0.49966,0.49959,0.50042,0.49817,0.49881,0.50032,0.50175,0.50106,0.60274,0.20127,3.22929,388.07091,flowering,curcurbits
1203,englishseedlesscucumber,23.19107,355.56354,7.01037,73.12952,21.5287,10.19591,2.9982,0.21846,5.00168,0.49895,0.49891,0.49927,0.50085,0.49964,0.49993,0.5013,0.47855,0.39905,0.89712,2.43329,668.19234,harvesting,curcurbits
1204,englishseedlesscucumber,24.04678,356.10601,5.73322,69.71439,20.95298,9.85986,3.00623,0.18618,4.98911,0.50017,0.49889,0.49787,0.49821,0.49754,0.49958,0.50005,0.51454,0.51105,0.54626,0.64563,614.92069,seeding,curcurbits
1205,englishseedlesscucumber,25.84219,354.69597,7.27321,68.51259,18.76415,9.94252,3.02301,0.19976,4.97424,0.49967,0.49982,0.49848,0.50002,0.49859,0.50091,0.49942,0.47525,0.41597,0.87953,2.76905,417.35579,vegetative,curcurbits
1206,englishseedlesscucumber,25.37814,342.73027,7.10286,69.58068,19.57106,9.84384,2.99085,0.19263,4.99858,0.49924,0.49901,0.49734,0.50108,0.50223,0.50086,0.49969,0.52293,0.58317,0.57554,2.00744,617.87009,flowering,curcurbits
1207,englishseedlesscucumber,23.90171,332.45632,6.64896,76.97393,17.90745,9.81455,3.017,0.1968,5.01966,0.49758,0.50183,0.49917,0.49982,0.49966,0.49963,0.50156,0.54258,0.44934,0.43769,1.04226,624.56927,harvesting,curcurbits
1208,englishseedlesscucumber,24.81694,361.13826,5.99783,66.72856,19.91194,9.64859,2.9748,0.20008,5.00857,0.50069,0.49982,0.50157,0.49959,0.50037,0.50135,0.50024,0.48173,0.3625,1.48645,3.41751,354.27989,seeding,curcurbits
1209,englishseedlesscucumber,24.00837,357.54532,6.99633,69.48603,17.44581,10.05889,2.98409,0.21251,5.02048,0.49742,0.50229,0.49843,0.50238,0.49727,0.5021,0.50097,0.50334,0.54237,0.71806,1.28602,594.90259,vegetative,curcurbits
1210,englishseedlesscucumber,25.57374,356.7618,6.33885,67.09415,19.35532,9.96529,2.9893,0.195,5.0316,0.50208,0.49916,0.50018,0.50007,0.50217,0.50041,0.50151,0.44747,0.49586,0.48012,1.24404,654.99865,flowering,curcurbits
1211,englishseedlesscucumber,24.3745,347.46435,5.83197,69.57692,21.29714,10.03276,3.01053,0.18263,4.97753,0.49693,0.50011,0.49899,0.49754,0.50005,0.49926,0.50141,0.51889,0.61028,0.68595,2.1947,444.63426,harvesting,curcurbits
1212,englishseedlesscucumber,24.32039,359.8773,7.19158,71.55038,18.62979,10.12062,3.00696,0.20264,5.00307,0.50082,0.50045,0.50205,0.49861,0.49958,0.49824,0.49826,0.5178,0.54778,0.60951,1.49042,519.20513,seeding,curcurbits
1213,englishseedlesscucumber,24.64315,332.74518,6.97386,74.57942,20.2078,9.94709,3.02156,0.2051,5.00871,0.49966,0.49849,0.49968,0.50003,0.49944,0.50012,0.50314,0.50815,0.41509,0.9072,1.66053,406.63314,vegetative,curcurbits
1214,englishseedlesscucumber,25.50234,348.29243,6.59665,73.38631,17.50198,10.12076,2.99684,0.21088,4.97403,0.50334,0.49806,0.49775,0.50205,0.49824,0.50134,0.49788,0.51359,0.56445,0.66315,2.18229,519.51768,flowering,curcurbits
1215,englishseedlesscucumber,26.32653,354.42342,7.32885,71.65887,21.06424,9.94179,3.02839,0.18871,4.97778,0.49987,0.49883,0.49881,0.50309,0.49962,0.49763,0.49772,0.51331,0.29288,0.80565,2.88671,375.64383,harvesting,curcurbits
1216,englishseedlesscucumber,26.25217,369.21615,7.29467,64.39322,19.33033,10.11738,2.99006,0.1998,5.01466,0.5018,0.49976,0.50194,0.49983,0.50125,0.49967,0.5007,0.49053,0.42739,0.12482,1.75588,676.56352,seeding,curcurbits
1217,englishseedlesscucumber,25.21119,353.12275,7.17464,71.66305,19.53716,9.91258,2.98096,0.21038,5.01332,0.50282,0.4984,0.4968,0.49805,0.50018,0.49836,0.5015,0.48962,0.33937,0.66514,3.37495,567.88963,vegetative,curcurbits
1218,enokimushrooms,26.67983,360.22228,7.61103,65.86527,17.92954,10.2225,3.0191,0.19853,5.03514,0.50008,0.49923,0.50041,0.49972,0.50002,0.49849,0.49871,0.51055,0.62342,0.89938,1.97098,382.02005,flowering,mushrooms
1219,enokimushrooms,24.44057,353.99744,6.99699,70.91292,18.53158,9.93121,2.97837,0.19475,4.98579,0.49922,0.4963,0.49714,0.49799,0.50014,0.49885,0.50038,0.45151,0.44947,0.98022,0.4331,467.35103,harvesting,mushrooms
1220,enokimushrooms,25.41609,359.46879,7.04644,74.75253,19.61476,9.89775,3.01151,0.20043,5.01979,0.50164,0.49783,0.49838,0.50084,0.50211,0.50273,0.50039,0.5167,0.71942,0.84763,0.44389,496.05934,seeding,mushrooms
1221,enokimushrooms,23.44082,358.76533,6.54677,75.11666,17.0412,10.03274,2.96963,0.19063,5.03025,0.49949,0.49982,0.50033,0.50001,0.50283,0.50149,0.50154,0.54191,0.48183,0.6581,2.53192,585.17149,vegetative,mushrooms
1222,enokimushrooms,22.05588,327.93509,6.5606,75.56414,19.86267,10.08939,3.00918,0.19442,5.01931,0.50055,0.50156,0.4991,0.49655,0.5001,0.49729,0.50149,0.50971,0.39927,1.07636,3.2621,486.98381,flowering,mushrooms
1223,enokimushrooms,23.70058,365.84349,7.20749,72.60278,20.11914,9.87472,3.01418,0.18371,4.98968,0.50061,0.49857,0.50005,0.50196,0.49648,0.49966,0.49966,0.52664,0.53074,0.95188,2.69245,641.46028,harvesting,mushrooms
1224,enokimushrooms,25.88636,345.91452,7.10754,70.8495,19.97924,10.42456,2.98565,0.20599,4.99375,0.49929,0.4992,0.49883,0.49881,0.50101,0.49986,0.50098,0.46761,0.37992,0.74808,2.56449,510.19032,seeding,mushrooms
1225,enokimushrooms,25.61383,360.52173,7.66669,68.1802,19.37595,9.68897,3.02544,0.20783,4.98518,0.49898,0.50195,0.50229,0.49953,0.50026,0.50137,0.50013,0.47408,0.49123,0.66919,0.38832,623.46255,vegetative,mushrooms
1226,enokimushrooms,23.98177,339.55299,5.82253,72.96935,19.64552,9.84551,2.99812,0.20873,4.99796,0.49615,0.5004,0.49865,0.49996,0.49973,0.50333,0.49724,0.51404,0.49176,1.21553,1.64636,628.70218,flowering,mushrooms
1227,enokimushrooms,25.04166,373.0744,6.92029,73.76216,18.10269,10.09953,2.99681,0.21058,5.00107,0.50005,0.49856,0.49972,0.49641,0.49891,0.50122,0.49889,0.48055,0.60003,0.52736,1.38405,560.87297,harvesting,mushrooms
1228,enokimushrooms,25.25852,353.07688,6.81209,72.9879,16.81132,9.79162,3.0052,0.20955,4.99632,0.49751,0.49911,0.49943,0.49919,0.49737,0.4998,0.50169,0.4851,0.41232,0.81783,1.68075,206.14207,seeding,mushrooms
1229,enokimushrooms,24.41852,322.39253,7.46401,73.55641,19.45265,10.0227,2.98768,0.20858,4.98721,0.49885,0.50169,0.50117,0.49978,0.49838,0.50064,0.50074,0.47376,0.55049,0.5517,1.75719,363.1926,vegetative,mushrooms
1230,enokimushrooms,24.81277,338.53234,6.88378,71.81768,20.92795,10.15216,3.00788,0.21875,4.94282,0.4997,0.49897,0.49832,0.4995,0.50096,0.50052,0.4989,0.50526,0.61627,0.82222,0.29519,457.14486,flowering,mushrooms
1231,enokimushrooms,24.05239,342.0147,7.18535,72.88831,20.79653,9.80765,3.01008,0.19123,5.02348,0.49817,0.50144,0.49776,0.4996,0.50044,0.49962,0.49955,0.47949,0.48674,0.65199,1.07361,519.18614,harvesting,mushrooms
1232,enokimushrooms,23.38073,372.09845,7.08131,72.6958,18.23948,10.01932,2.99569,0.19339,4.9726,0.49953,0.49887,0.50268,0.49991,0.50051,0.49951,0.50009,0.49292,0.38667,0.92136,1.76295,555.18742,seeding,mushrooms
1233,enokimushrooms,25.2094,368.18694,7.84336,69.40814,19.20455,9.83176,2.99496,0.17983,5.01799,0.49943,0.50056,0.50286,0.50041,0.49708,0.49741,0.497,0.5135,0.59023,0.48601,0.79929,597.19695,vegetative,mushrooms
1234,enokimushrooms,25.21615,363.68932,8.78174,73.0523,21.28605,10.33345,3.01507,0.21487,5.01796,0.5026,0.50053,0.49788,0.49793,0.4989,0.49971,0.4994,0.51597,0.39283,1.19994,2.8072,586.55265,flowering,mushrooms
1235,enokimushrooms,26.72549,358.40482,6.38645,76.02851,19.82283,9.93904,2.99912,0.19229,4.9951,0.50047,0.50021,0.5019,0.49802,0.499,0.49876,0.49997,0.45879,0.59004,0.80647,0.85192,409.23097,harvesting,mushrooms
1236,enokimushrooms,23.7618,340.62573,8.08874,72.32968,18.68203,10.01142,3.00266,0.20757,5.00262,0.50147,0.50065,0.50066,0.50153,0.49924,0.49889,0.49956,0.47376,0.41377,0.86567,2.16789,707.75051,seeding,mushrooms
1237,enokimushrooms,25.67744,356.18963,7.54718,70.62921,16.95891,9.95926,3.01594,0.22658,5.01021,0.50096,0.50099,0.49827,0.49972,0.50231,0.50029,0.49797,0.48767,0.30684,0.77299,3.64787,598.5726,vegetative,mushrooms
1238,enokimushrooms,23.61574,353.34025,6.37007,70.89468,17.7463,9.92668,3.00375,0.19525,5.02316,0.49695,0.49873,0.49947,0.50055,0.49992,0.50056,0.50123,0.50762,0.44018,0.86709,3.06197,485.6266,flowering,mushrooms
1239,fennel,24.05915,341.93511,7.62768,74.02864,18.03732,9.82226,2.9946,0.18936,4.97345,0.5026,0.50315,0.50221,0.50131,0.49952,0.49634,0.50145,0.50338,0.29841,0.29247,0.97463,574.47277,harvesting,spices
1240,fennel,25.31373,345.91236,8.23587,73.06069,20.47775,9.86103,3.00282,0.20227,4.9836,0.50032,0.50064,0.50411,0.5005,0.50172,0.4994,0.50027,0.52199,0.64487,0.81619,2.6872,633.81084,seeding,spices
1241,fennel,25.94325,365.05992,8.59164,70.32576,19.11585,10.03705,3.0384,0.19456,5.00606,0.49906,0.49952,0.49996,0.5005,0.49929,0.49998,0.49951,0.49144,0.30081,0.10094,0.21855,596.81637,vegetative,spices
1242,fennel,24.37851,361.69434,8.327,76.06329,20.35078,9.91429,2.97455,0.18277,5.02544,0.50031,0.50118,0.50037,0.50261,0.49963,0.49994,0.4992,0.52463,0.56933,0.8448,1.90101,417.21021,flowering,spices
1243,fennel,25.18837,354.70019,7.85531,71.57005,21.62413,10.57975,3.02502,0.20591,4.95699,0.50171,0.49976,0.50161,0.49868,0.49948,0.49988,0.50074,0.50101,0.47288,0.69302,0.66304,685.5857,harvesting,spices
1244,fennel,25.38749,363.25008,5.88902,72.04832,19.73434,10.21919,3.00016,0.20027,5.01745,0.50256,0.50044,0.50226,0.49637,0.49937,0.50168,0.50154,0.50073,0.4766,0.56005,2.77423,533.85897,seeding,spices
1245,fennel,25.21927,338.38561,7.63741,71.22605,17.83206,9.98788,2.99237,0.19637,5.0066,0.49938,0.49925,0.49923,0.49898,0.49892,0.4989,0.49877,0.50756,0.58084,0.94975,1.78638,606.35378,vegetative,spices
